name,mana_cost,cmc,colors,type,supertypes,subtypes,text,power,toughness,loyalty,legalities
Triumph of the Hordes,{2}{G}{G},4.0,G,Sorcery,,,"Until end of turn, creatures you control get +1/+1 and gain trample and infect. (Creatures with infect deal damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Watcher in the Web,{4}{G},5.0,G,Creature — Spider,,Spider,"Reach (This creature can block creatures with flying.)
Watcher in the Web can block an additional seven creatures each combat.",2,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Belligerent Brontodon,{5}{G}{W},7.0,"G, W",Creature — Dinosaur,,Dinosaur,Each creature you control assigns combat damage equal to its toughness rather than its power.,4,6,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Bounding Krasis,{1}{G}{U},3.0,"G, U",Creature — Fish Lizard,,"Fish, Lizard","Flash (You may cast this spell any time you could cast an instant.)
When Bounding Krasis enters the battlefield, you may tap or untap target creature.",3,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Citadel Castellan,{1}{G}{W},3.0,"G, W",Creature — Human Knight,,"Human, Knight","Vigilance (Attacking doesn't cause this creature to tap.)
Renown 2 (When this creature deals combat damage to a player, if it isn't renowned, put two +1/+1 counters on it and it becomes renowned.)",2,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
The Gitrog Monster,{3}{B}{G},5.0,"B, G",Legendary Creature — Frog Horror,Legendary,"Frog, Horror","Deathtouch
At the beginning of your upkeep, sacrifice The Gitrog Monster unless you sacrifice a land.
You may play an additional land on each of your turns.
Whenever one or more land cards are put into your graveyard from anywhere, draw a card.",6,6,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Iroas's Champion,{1}{R}{W},3.0,"R, W",Creature — Human Soldier,,"Human, Soldier",Double strike (This creature deals both first-strike and regular combat damage.),2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Questing Phelddagrif,{1}{G}{W}{U},4.0,"G, U, W",Creature — Phelddagrif,,Phelddagrif,"{G}: Questing Phelddagrif gets +1/+1 until end of turn. Target opponent creates a 1/1 green Hippo creature token.
{W}: Questing Phelddagrif gains protection from black and from red until end of turn. Target opponent gains 2 life.
{U}: Questing Phelddagrif gains flying until end of turn. Target opponent may draw a card.",4,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Raging Swordtooth,{3}{R}{G},5.0,"G, R",Creature — Dinosaur,,Dinosaur,"Trample
When Raging Swordtooth enters the battlefield, it deals 1 damage to each other creature.",5,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Enchanted Evening,{3}{W/U}{W/U},5.0,"U, W",Enchantment,,,All permanents are enchantments in addition to their other types.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Giantbaiting,{2}{R/G},3.0,"G, R",Sorcery,,,"Create a 4/4 red and green Giant Warrior creature token with haste. Exile it at the beginning of the next end step.
Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Oracle of Nectars,{2}{G/W},3.0,"G, W",Creature — Elf Cleric,,"Elf, Cleric","{X}, {T}: You gain X life.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Belbe's Portal,{5},5.0,,Artifact,,,"As Belbe's Portal enters the battlefield, choose a creature type.
{3}, {T}: You may put a creature card of the chosen type from your hand onto the battlefield.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Blinding Souleater,{3},3.0,,Artifact Creature — Phyrexian Cleric,,"Phyrexian, Cleric","{W/P}, {T}: Tap target creature. ({W/P} can be paid with either {W} or 2 life.)",1,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Copper Carapace,{1},1.0,,Artifact — Equipment,,Equipment,"Equipped creature gets +2/+2 and can't block.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Crenellated Wall,{4},4.0,,Artifact Creature — Wall,,Wall,"Defender (This creature can't attack.)
{T}: Target creature gets +0/+4 until end of turn.",0,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Legal"
Crystal Shard,{3},3.0,,Artifact,,,"{3}, {T} or {U}, {T}: Return target creature to its owner's hand unless its controller pays {1}.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Farmstead Gleaner,{3},3.0,,Artifact Creature — Scarecrow,,Scarecrow,"Farmstead Gleaner doesn't untap during your untap step.
{2}, {Q}: Put a +1/+1 counter on Farmstead Gleaner. ({Q} is the untap symbol.)",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Vintage, legality: Legal"
Guardians of Meletis,{3},3.0,,Artifact Creature — Golem,,Golem,Defender (This creature can't attack.),0,6,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Lotus Petal,{0},0.0,,Artifact,,,"{T}, Sacrifice Lotus Petal: Add one mana of any color.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Premodern, legality: Legal, format: Vintage, legality: Restricted"
Mortarpod,{2},2.0,,Artifact — Equipment,,Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +0/+1 and has ""Sacrifice this creature: This creature deals 1 damage to any target.""
Equip {2}",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Simic Locket,{3},3.0,,Artifact,,,"{T}: Add {G} or {U}.
{G/U}{G/U}{G/U}{G/U}, {T}, Sacrifice Simic Locket: Draw two cards.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Tower of Eons,{4},4.0,,Artifact,,,"{8}, {T}: You gain 10 life.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Umbral Mantle,{3},3.0,,Artifact — Equipment,,Equipment,"Equipped creature has ""{3}, {Q}: This creature gets +2/+2 until end of turn."" ({Q} is the untap symbol.)
Equip {0}",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Arch of Orazca,,0.0,,Land,,,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
{T}: Add {C}.
{5}, {T}: Draw a card. Activate only if you have the city's blessing.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Explorer, legality: Legal, format: Gladiator, legality: Legal, format: Historic, legality: Legal, format: Historicbrawl, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Pioneer, legality: Legal, format: Vintage, legality: Legal"
Accorder Paladin,{1}{W},2.0,W,Creature — Human Knight,,"Human, Knight","Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)",3,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Ardent Recruit,{W},1.0,W,Creature — Human Soldier,,"Human, Soldier",Metalcraft — Ardent Recruit gets +2/+2 as long as you control three or more artifacts.,1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Banishment Decree,{3}{W}{W},5.0,W,Instant,,,"Put target artifact, creature, or enchantment on top of its owner's library.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Choking Fumes,{2}{W},3.0,W,Instant,,,Put a -1/-1 counter on each attacking creature.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Frantic Salvage,{3}{W},4.0,W,Instant,,,"Put any number of target artifact cards from your graveyard on top of your library.
Draw a card.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Gore Vassal,{2}{W},3.0,W,Creature — Phyrexian Dog,,"Phyrexian, Dog","Sacrifice Gore Vassal: Put a -1/-1 counter on target creature. Then if that creature's toughness is 1 or greater, regenerate it.",2,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Hero of Bladehold,{2}{W}{W},4.0,W,Creature — Human Knight,,"Human, Knight","Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
Whenever Hero of Bladehold attacks, create two 1/1 white Soldier creature tokens that are tapped and attacking.",3,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Kemba's Legion,{5}{W}{W},7.0,W,Creature — Cat Soldier,,"Cat, Soldier","Vigilance
Kemba's Legion can block an additional creature each combat for each Equipment attached to Kemba's Legion.",4,6,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Master's Call,{2}{W},3.0,W,Instant,,,Create two 1/1 colorless Myr artifact creature tokens.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Priests of Norn,{2}{W},3.0,W,Creature — Phyrexian Cleric,,"Phyrexian, Cleric","Vigilance
Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)",1,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Tine Shrike,{3}{W},4.0,W,Creature — Phyrexian Bird,,"Phyrexian, Bird","Flying
Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)",2,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Cryptoplasm,{1}{U}{U},3.0,U,Creature — Shapeshifter,,Shapeshifter,"At the beginning of your upkeep, you may have Cryptoplasm become a copy of another target creature, except it has this ability.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Distant Memories,{2}{U}{U},4.0,U,Sorcery,,,"Search your library for a card, exile it, then shuffle. Any opponent may have you put that card into your hand. If no player does, you draw three cards.",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Fuel for the Cause,{2}{U}{U},4.0,U,Instant,,,"Counter target spell, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Mirran Spy,{2}{U},3.0,U,Creature — Drone,,Drone,"Flying
Whenever you cast an artifact spell, you may untap target creature.",1,3,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Mitotic Manipulation,{1}{U}{U},3.0,U,Sorcery,,,Look at the top seven cards of your library. You may put one of those cards onto the battlefield if it has the same name as a permanent. Put the rest on the bottom of your library in any order.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Neurok Commando,{1}{U}{U},3.0,U,Creature — Human Rogue,,"Human, Rogue","Shroud (This creature can't be the target of spells or abilities.)
Whenever Neurok Commando deals combat damage to a player, you may draw a card.",2,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Oculus,{1}{U},2.0,U,Creature — Phyrexian Homunculus,,"Phyrexian, Homunculus","When Oculus dies, you may draw a card.",1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Quicksilver Geyser,{4}{U},5.0,U,Instant,,,Return up to two target nonland permanents to their owners' hands.,,,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Serum Raker,{2}{U}{U},4.0,U,Creature — Phyrexian Drake,,"Phyrexian, Drake","Flying
When Serum Raker dies, each player discards a card.",3,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Spire Serpent,{4}{U},5.0,U,Creature — Serpent,,Serpent,"Defender
Metalcraft — As long as you control three or more artifacts, Spire Serpent gets +2/+2 and can attack as though it didn't have defender.",3,5,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Vedalken Anatomist,{2}{U},3.0,U,Creature — Phyrexian Vedalken Wizard,,"Phyrexian, Vedalken, Wizard","{2}{U}, {T}: Put a -1/-1 counter on target creature. You may tap or untap that creature.",1,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Caustic Hound,{5}{B},6.0,B,Creature — Phyrexian Dog,,"Phyrexian, Dog","When Caustic Hound dies, each player loses 4 life.",4,4,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Flensermite,{1}{B},2.0,B,Creature — Phyrexian Gremlin,,"Phyrexian, Gremlin","Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",1,1,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Pauper, legality: Legal, format: Paupercommander, legality: Legal, format: Penny, legality: Legal, format: Predh, legality: Legal, format: Vintage, legality: Legal"
Flesh-Eater Imp,{3}{B},4.0,B,Creature — Phyrexian Imp,,"Phyrexian, Imp","Flying
Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
Sacrifice a creature: Flesh-Eater Imp gets +1/+1 until end of turn.",2,2,,"format: Commander, legality: Legal, format: Duel, legality: Legal, format: Legacy, legality: Legal, format: Modern, legality: Legal, format: Oathbreaker, legality: Legal, format: Paupercommander, legality: Restricted, format: Predh, legality: Legal, format: Vintage, legality: Legal"
